Entity,Code,Year,Prevalence - Neoplasms - Sex: Both - Age: Under 5 (Percent),Prevalence - Neoplasms - Sex: Both - Age: 70+ years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 15-49 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 50-69 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: 5-14 years (Percent),Prevalence - Neoplasms - Sex: Both - Age: All Ages (Percent)
Albania,ALB,1996,0.5510515075,2.78157798971,0.509602668604,1.74938791587,0.239182733665,0.7114992005730001
Albania,ALB,1997,0.534137449598,2.8555827226700004,0.522634646183,1.7953634558799998,0.234111568428,0.7321504364329999
Albania,ALB,1998,0.511357418355,2.9393567659,0.529760525768,1.83804193898,0.23393060907699997,0.736246454833
Albania,ALB,1999,0.529943486405,3.01676207924,0.552860916376,1.87675529738,0.239108116363,0.770267189707
Albania,ALB,2000,0.5452876660139999,3.04892789114,0.583261929971,1.8984168806,0.25124750182100003,0.8227486873529999
Albania,ALB,2001,0.554306156566,3.0811455903,0.600785713333,1.9226106720899998,0.257079715967,0.8518712162700001
Albania,ALB,2002,0.5637720296000001,3.1230110306200003,0.625092641035,1.96405572332,0.264732923142,0.889068428243
Albania,ALB,2003,0.579675813763,3.1556712616200002,0.648278872218,2.00138092138,0.27363203412799997,0.925775853189
Albania,ALB,2004,0.5945611839330001,3.19966506078,0.664347197475,2.03909822,0.281332132275,0.96077468426
Albania,ALB,2005,0.609430967224,3.22099980383,0.679051430365,2.08138978794,0.286385557945,0.99643224117
Albania,ALB,2006,0.634403633476,3.27921188891,0.693252310406,2.11710423844,0.296388992784,1.03611155372
Albania,ALB,2007,0.666569966898,3.34318965739,0.697268555021,2.14811051694,0.299389915068,1.0708886895699998
Albania,ALB,2008,0.7159300218560001,3.41114436424,0.718382142334,2.19511815815,0.31558747617300004,1.1225226434
Albania,ALB,2009,0.764806104458,3.44820600211,0.726605395556,2.21907381727,0.327490549158,1.16097263116
Albania,ALB,2010,0.800764952551,3.4656495393699998,0.729724022927,2.23602834156,0.33800762556999997,1.19338832561
Albania,ALB,2011,0.8354673605390001,3.4925745641800003,0.737679278131,2.25551361411,0.345885714826,1.22910008984
Albania,ALB,2012,0.85106771482,3.5116822774600003,0.746315088141,2.28111208205,0.354431031279,1.26444574533
Albania,ALB,2013,0.864180053547,3.53118379644,0.755339141103,2.3083255769399997,0.360386708601,1.29878214127
Albania,ALB,2014,0.8823166432569999,3.55243674765,0.764856870244,2.3411526601,0.367845033784,1.33641397319
Albania,ALB,2015,0.8947285414110001,3.5671187729700002,0.774811217326,2.3688040743800003,0.376346186776,1.3695297422700001
Albania,ALB,2016,0.904616694106,3.5755035445,0.7819265930420001,2.39906305453,0.386582665016,1.39763022561
Albania,ALB,2017,0.911253930923,3.57598238282,0.786250526401,2.42142510448,0.395529142078,1.4228966297
Algeria,DZA,1990,0.10481126076499998,1.5214503181899999,0.218611301223,0.912363943678,0.0809199621079,0.261953892725
Algeria,DZA,1991,0.10317971461900001,1.54633854269,0.220960360297,0.922893811842,0.0837023031167,0.26619754435500004
Algeria,DZA,1992,0.10301108592199999,1.56384987236,0.22550299477400002,0.930706583705,0.0871154404851,0.271470868084
Algeria,DZA,1993,0.10153371394999999,1.58466633941,0.22919132272599999,0.9347408175540001,0.08726874842,0.275028225188
Algeria,DZA,1994,0.100987477222,1.6061489875800001,0.236012087561,0.935996799912,0.0885127858643,0.280468573698
Algeria,DZA,1995,0.101307088145,1.6295284197999997,0.239184310484,0.945628930798,0.08811641579410001,0.284648062237
Algeria,DZA,1996,0.0988898761757,1.6447960324400002,0.244709966833,0.956865993999,0.08811436036,0.289927663075
Algeria,DZA,1997,0.101500565307,1.66106435486,0.24887696690400002,0.964220778071,0.0883979977954,0.295462701828
Algeria,DZA,1998,0.10094765717899999,1.6717530287200002,0.251540339819,0.972308347376,0.0884265924501,0.30028057591
Algeria,DZA,1999,0.10015067284099999,1.69162424275,0.255946803159,0.986915477381,0.0886820822674,0.30757037249700003
Algeria,DZA,2000,0.10025061179700001,1.71473615193,0.261495503199,1.00439980961,0.0885212909307,0.316248852222
Algeria,DZA,2001,0.100183792167,1.7441143942800001,0.26766351066899996,1.02587472747,0.0885924723655,0.327155496692
Algeria,DZA,2002,0.09986118398999999,1.78440200736,0.274191059096,1.05691860659,0.0884931881457,0.339845152629
Algeria,DZA,2003,0.10073115838400001,1.8309387740199998,0.278772433707,1.0985824769,0.087720957451,0.353142902579
Algeria,DZA,2004,0.11360090622,1.87465513578,0.285474200884,1.1289376170999998,0.0912821200847,0.368855157267
Algeria,DZA,2005,0.11778102065799999,1.91139990417,0.294198538544,1.1545053334100002,0.0917404528517,0.383783912446
Algeria,DZA,2006,0.122465306701,1.9493337252,0.301767473948,1.17378191508,0.09113681810169999,0.397424353969
Algeria,DZA,2007,0.12469853534400001,1.97996929847,0.309091047499,1.1893149760000001,0.0919600507052,0.41037115531
Algeria,DZA,2008,0.12726703676499998,2.0059276717700003,0.316697957797,1.20241249766,0.0919518371364,0.422835605905
Algeria,DZA,2009,0.128062234887,2.0331721907,0.326768268016,1.21627828009,0.0930780214558,0.43684342132500004
Algeria,DZA,2010,0.130113071474,2.0424266747999997,0.335564237254,1.22333694134,0.0928322604958,0.448359031905
Algeria,DZA,2011,0.13138836192699999,2.05059519495,0.344994338639,1.23546461129,0.09627637510470001,0.461179288722
Algeria,DZA,2012,0.126368930327,2.06232165521,0.35383300313599997,1.24543773499,0.099886233507,0.472911122936
Algeria,DZA,2013,0.126541864353,2.07452173027,0.36227474937000004,1.25482988967,0.10096415455300001,0.484474903174
Algeria,DZA,2014,0.127359325845,2.08759024281,0.37272235902,1.26887565616,0.102267345533,0.497774368101
Algeria,DZA,2015,0.128797927035,2.09695949462,0.379641348612,1.2899170442,0.102428262596,0.5095929934369999
Algeria,DZA,2016,0.128556245315,2.1066008536300003,0.387331236694,1.30809123958,0.102820926239,0.521418858376
Algeria,DZA,2017,0.126918272264,2.12586319049,0.394479028967,1.3273111043599999,0.103602825648,0.533677676283
American Samoa,ASM,1990,0.11555694157900001,3.6097076181700003,0.283359691857,1.69512142236,0.0445819597574,0.401424801002
American Samoa,ASM,1991,0.116318293803,3.57827450468,0.29166321992099997,1.68995632396,0.044539209336700004,0.405105671366
American Samoa,ASM,1992,0.116085412087,3.5500962221,0.299927009747,1.69394586966,0.0445773358872,0.409677671756
American Samoa,ASM,1993,0.11625399097900001,3.5239198866700003,0.311553752238,1.70177031154,0.0448688265923,0.416644703197
American Samoa,ASM,1994,0.116780855615,3.5156612261099998,0.325181925511,1.71459046742,0.0450916330749,0.42568137480699997
American Samoa,ASM,1995,0.117362073545,3.5287037153600003,0.338921030896,1.72829795196,0.0450335408996,0.435215238094
American Samoa,ASM,1996,0.118020485401,3.55863139798,0.35826017784,1.75976871793,0.0447784447603,0.45079312530300003
American Samoa,ASM,1997,0.11955742145800001,3.62847708315,0.381333150388,1.82394476787,0.0446167830332,0.472809675239
American Samoa,ASM,1998,0.125149357067,3.69679613788,0.394358807379,1.8770700951600001,0.0446284146047,0.48984552712199997
American Samoa,ASM,1999,0.12370020763499999,3.7182081614499998,0.40509533247999996,1.90903520232,0.0447870061002,0.502466739618
American Samoa,ASM,2000,0.125759211891,3.7900551334799997,0.432523322681,1.98235081952,0.044892417236700004,0.528472420254
American Samoa,ASM,2001,0.127912661009,3.8824895531399997,0.45860361621699997,2.0534987068499997,0.0478193032104,0.5572239267429999
American Samoa,ASM,2002,0.131284061093,3.9693594765999998,0.47812550775699997,2.10619165927,0.0454383120306,0.580241296972
American Samoa,ASM,2003,0.131133058717,4.05420163109,0.496182107473,2.1642284699300003,0.045017546611099996,0.603771344657
American Samoa,ASM,2004,0.13137914678,4.13740243956,0.5171059666819999,2.2112100622099997,0.0448070411918,0.6282322431499999
American Samoa,ASM,2005,0.130572262253,4.21885214233,0.535383593721,2.23962201306,0.0447722279554,0.649627001524
American Samoa,ASM,2006,0.132158329401,4.3206328305,0.559924285555,2.29212089392,0.0473880902525,0.679795335667
American Samoa,ASM,2007,0.132714879104,4.42531165108,0.582615266904,2.3328010386,0.047655409035800005,0.708523003317
American Samoa,ASM,2008,0.131968154266,4.519505114019999,0.602118962729,2.37479431866,0.0479364341292,0.736601223946
American Samoa,ASM,2009,0.138165843234,4.6113291351,0.6200910871809999,2.42070177958,0.0475024142877,0.765693493191
American Samoa,ASM,2010,0.139166960031,4.66807510861,0.634062657752,2.44862937825,0.0471903995169,0.7895867075959999
American Samoa,ASM,2011,0.14031756931699998,4.72496775489,0.6497114525400001,2.4968935178500002,0.046627450811000004,0.8185146723719999
American Samoa,ASM,2012,0.140957670326,4.75526986959,0.660014808883,2.52012484091,0.0445442087774,0.841397807551
American Samoa,ASM,2013,0.134775643128,4.77444249942,0.664779850823,2.5346535656699998,0.0443363321054,0.860822890761
American Samoa,ASM,2014,0.13425699901799998,4.77054129544,0.659336843675,2.5220717431899997,0.043695380208600004,0.8716131154590001
American Samoa,ASM,2015,0.132174345155,4.78194652801,0.658595488482,2.5386597873800003,0.0434624919654,0.889826228396
American Samoa,ASM,2016,0.132830566487,4.77374525534,0.653278246098,2.54230179878,0.0436399277635,0.9038279246170001
American Samoa,ASM,2017,0.133957848562,4.7531052176,0.648459449948,2.5512484843300003,0.0436476054944,0.918147729321
Andean Latin America,,1990,0.21010510165500002,2.2770033122399997,0.194627584192,1.11175322396,0.041764343163,0.30192684962599997
Andean Latin America,,1991,0.20278542150999998,2.29971972,0.194502597431,1.1250885701,0.0434167231476,0.305280975963
Andean Latin America,,1992,0.20245537985700002,2.3707846519599998,0.204953326899,1.17330248289,0.043568608203,0.319321471615
Andean Latin America,,1993,0.200437418751,2.42468097006,0.211118695364,1.1974682676,0.0433462858301,0.328349448962
Andean Latin America,,1994,0.193081900852,2.47308142165,0.215551717291,1.22318984041,0.0425621737819,0.336099173462
Andean Latin America,,1995,0.187887031797,2.52424692467,0.219039645078,1.25573505356,0.0411346175181,0.344714695013
Andean Latin America,,1996,0.18951461808199999,2.56154596448,0.222588582298,1.27771736348,0.0426845158407,0.354288710322
Andean Latin America,,1997,0.183323292434,2.63164577141,0.23088116368,1.30631239792,0.041901524068799996,0.366780625629
Andean Latin America,,1998,0.180542225302,2.7357440597,0.241379388232,1.34134278019,0.0421809487199,0.38337344097200005
Andean Latin America,,1999,0.17836094068,2.8042175064399997,0.245857673571,1.36296514195,0.0425059724142,0.394733679621
Andean Latin America,,2000,0.180069542414,2.8689446053000003,0.253187059412,1.39879137083,0.042372825064399995,0.409317221367
Andean Latin America,,2001,0.176046318771,2.89885871435,0.252241470128,1.39912822953,0.0431685137368,0.415861169648
Andean Latin America,,2002,0.175298851705,2.9805622136,0.26459906711000003,1.4436243905900001,0.0429087691748,0.43638671632099996
Andean Latin America,,2003,0.179695673888,3.07019951972,0.273754023361,1.49017979006,0.0429035101055,0.45683971465499995
Andean Latin America,,2004,0.179412446126,3.12768975118,0.275461931689,1.50981173425,0.0429863195644,0.46903257180800006
Andean Latin America,,2005,0.17672938243199998,3.1757107836799996,0.281827641808,1.52923699134,0.0438279645362,0.483259012828
Andean Latin America,,2006,0.173135572177,3.21107102942,0.281065329985,1.53945630743,0.0429916942532,0.491843824259
Andean Latin America,,2007,0.17182428135299999,3.2513271376999997,0.280877878077,1.55188353293,0.0422919269501,0.501459437827
Andean Latin America,,2008,0.17153893066700002,3.30823052669,0.287726090631,1.5849878048400001,0.0424038258276,0.5185517662329999
Andean Latin America,,2009,0.163828498754,3.38324968004,0.295478972757,1.62719853093,0.0402897928141,0.536900681933
Andean Latin America,,2010,0.159637736838,3.4238159411899995,0.297348014188,1.63655040637,0.041340436518,0.547118191596
Andean Latin America,,2011,0.153153418211,3.4433343086800003,0.297897579872,1.64158904116,0.043908478019000004,0.555220584626
Andean Latin America,,2012,0.15044717858200002,3.4527146440400003,0.294726239135,1.6431946867700002,0.0438858848563,0.5597192120969999
Andean Latin America,,2013,0.152340798875,3.45467907984,0.292161034808,1.64162909405,0.042618749864700003,0.563704656898
Andean Latin America,,2014,0.14937900127599998,3.4586498266300003,0.291065180454,1.6417811953499999,0.042276715491200004,0.5686802791159999
Andean Latin America,,2015,0.146177269554,3.4715598995900003,0.293731570203,1.6458004409199998,0.0410140133354,0.576890663351
Andean Latin America,,2016,0.147959930067,3.5043699618299997,0.299981687117,1.66563053582,0.0408246984235,0.5916626829220001
Andean Latin America,,2017,0.146433122988,3.52760545212,0.30176251930799997,1.68276691307,0.0405656302671,0.6028353624320001
Andorra,AND,1990,1.00980434754,7.704489458329999,0.922334788708,4.16489184489,0.241973400557,1.8544365381299999
Andorra,AND,1991,1.0120978005099999,7.8783703347700005,0.937647761107,4.3053515752800005,0.256421807006,1.8785299198899998
Andorra,AND,1992,1.05673201114,8.0860890504,0.97893664186,4.4544716824399995,0.27362325304,1.96227778885
Andorra,AND,1993,1.08471574905,8.30633999313,1.03157213294,4.59406389819,0.285108363554,2.06128731585
Andorra,AND,1994,1.13929341675,8.480241308590001,1.0757344822800001,4.72571802651,0.299870900524,2.17739493245
Andorra,AND,1995,1.15896532741,8.62549477409,1.11001564686,4.8048998891700005,0.311479507175,2.26954969576
Andorra,AND,1996,1.19685334687,8.80453549646,1.1480205249600002,4.92410722565,0.330247848114,2.36059452977
Andorra,AND,1997,1.25070302633,9.050575497879999,1.19348179369,5.04428892101,0.362489429804,2.4695711478
Andorra,AND,1998,1.3039526987,9.326053936200001,1.24993167193,5.15756280375,0.397663321574,2.59382138721
Andorra,AND,1999,1.32767330662,9.54429558789,1.30412518593,5.25202769415,0.42184005132100005,2.71392022897
Andorra,AND,2000,1.3353718433100001,9.68236356547,1.3504785837,5.3211548010300005,0.435101718742,2.8362004981599997
Andorra,AND,2001,1.31448087616,9.78784747802,1.38299135067,5.365789453260001,0.43631628391599997,2.9199985323099997
Andorra,AND,2002,1.2800044020099999,9.87685922448,1.41195147801,5.425240880970001,0.439290615971,2.99354401861
Andorra,AND,2003,1.32055332571,10.004857156,1.42601810185,5.4631746445,0.45835306969699996,2.98066241622
Andorra,AND,2004,1.3393139755,10.1277844442,1.4341604692299998,5.5123811616600005,0.478865770299,2.9596931365600003
Andorra,AND,2005,1.35616996332,10.2067784434,1.43156134506,5.5656315657499995,0.483566901704,2.9623729658399998
Andorra,AND,2006,1.3754015530800001,10.2475961868,1.4330515023,5.55231794394,0.487535492792,2.97569584898
Andorra,AND,2007,1.4090400818,10.276050954,1.44327568228,5.585817974429999,0.487128127037,3.01825545
Andorra,AND,2008,1.42247953418,10.3131745552,1.45545890439,5.65628115384,0.485683199789,3.07795016401
Andorra,AND,2009,1.41413425752,10.3566711968,1.47255443563,5.74917010975,0.47858633436299997,3.16869375719
Andorra,AND,2010,1.36997237999,10.3877763165,1.4786201406900001,5.78579368848,0.47243523756,3.22690921094
Andorra,AND,2011,1.34839893177,10.315493592400001,1.4834688118400001,5.79908598111,0.465374388499,3.19184103956
Andorra,AND,2012,1.31900902789,10.2834822467,1.48345264419,5.78426624173,0.45946186620499996,3.19815687097
Andorra,AND,2013,1.26538302739,10.2864998164,1.47773206605,5.78794342016,0.45045354650700004,3.25417586522
Andorra,AND,2014,1.19619159358,10.2861485504,1.46781679893,5.78120635295,0.436903599898,3.29304606285
Andorra,AND,2015,1.10678384155,10.312530650300001,1.45386673989,5.78507938491,0.40852822564800007,3.3311866647799997
Andorra,AND,2016,1.12354645068,10.2976830132,1.4505586774399999,5.7827999231,0.408161794027,3.38519630357
Andorra,AND,2017,1.1388746248100001,10.3038963836,1.44761293155,5.78480185205,0.404078312584,3.4359298360999997
Angola,AGO,1990,0.213976353358,1.6087195061800001,0.239735432039,1.0519221544,0.0183077106908,0.25340779913
Angola,AGO,1991,0.216432344572,1.61477814877,0.24109802277799997,1.05634706172,0.0183843145562,0.254478882851
Angola,AGO,1992,0.216172926642,1.6186152300799999,0.24291484784,1.0592903014600001,0.0210412233148,0.255846320637
Angola,AGO,1993,0.21674159326700002,1.62398737033,0.247725929026,1.06889545403,0.0213255211309,0.25852760738200004
Angola,AGO,1994,0.21555856637,1.6280793183,0.252053097884,1.07955952154,0.0214973144471,0.26047849641599996
Angola,AGO,1995,0.21480885548,1.6267082779199997,0.24938040619600002,1.07940801458,0.0214434065782,0.257796176083
Angola,AGO,1996,0.21370775207800002,1.6211311199299998,0.235756751508,1.05905256062,0.0182703912501,0.24790350637300002
Angola,AGO,1997,0.21258034202700002,1.61137719698,0.23088706328,1.0515542933,0.018368815700300002,0.24371293380700002
Angola,AGO,1998,0.21179232267700002,1.6341297499099998,0.254015301619,1.07780101432,0.0212349104994,0.25590053609999996
Angola,AGO,1999,0.210493391624,1.63117258612,0.24568948624000003,1.06630276165,0.0212689900097,0.24979664484000003
Angola,AGO,2000,0.209371149722,1.63595312678,0.24280119083199997,1.0567085652600001,0.021560213526,0.247839812647
Angola,AGO,2001,0.20457937607,1.63556322135,0.238400860524,1.04125975483,0.0184497276313,0.24320678056
Angola,AGO,2002,0.20370598789600003,1.6337021466800001,0.24057151549,1.0366928848099999,0.0185710407345,0.243987839246
Angola,AGO,2003,0.198687802402,1.6434249811000001,0.242367753683,1.03972974677,0.0185999378907,0.244450668099
Angola,AGO,2004,0.209814180559,1.6556895522100001,0.24446200220599998,1.04134712567,0.021344646159,0.248693092741
Angola,AGO,2005,0.204931200259,1.65111701784,0.23714608540700002,1.02690830673,0.021315027575000003,0.243461701496
Angola,AGO,2006,0.19811889485999998,1.65830283803,0.232378829175,1.0253351232499999,0.021269860268300002,0.240060371728
Angola,AGO,2007,0.192714274264,1.66122858883,0.22597024571100002,1.02157385201,0.0213880369016,0.236034687478
Angola,AGO,2008,0.184141979758,1.67250597715,0.22328361326399998,1.02459909816,0.0185610915779,0.23291992043700002
Angola,AGO,2009,0.167157281334,1.68085243733,0.21964341160599998,1.03052030506,0.0188161983947,0.228817444598
Angola,AGO,2010,0.161161330354,1.68478412284,0.217077966213,1.03619742361,0.0188467819648,0.22731543425599998
Angola,AGO,2011,0.153448924014,1.6871207815,0.215396058373,1.0365116911299999,0.0188343713752,0.22548601758099998
Angola,AGO,2012,0.145918236559,1.69502530743,0.212824954331,1.04096003526,0.0188368068892,0.22372141295
Angola,AGO,2013,0.134512457948,1.7030835459099998,0.21195789466899997,1.04986455763,0.0188394593639,0.22239832553099997
Angola,AGO,2014,0.126954117906,1.69994838179,0.20611465899700002,1.04798144334,0.0190241670128,0.21875718508099998
Angola,AGO,2015,0.126076271599,1.70943318786,0.206820252091,1.05951773835,0.0186894447947,0.220251203565
Angola,AGO,2016,0.118992826567,1.71990839416,0.20909678978700003,1.07924406728,0.0188603924484,0.222295608028
Angola,AGO,2017,0.112599741792,1.72325729394,0.211463674342,1.09972436447,0.0188635894657,0.224603632206
Antigua and Barbuda,ATG,1990,0.12499113502700002,4.2787258668199994,0.354436638739,2.39901980742,0.0360421430666,0.745336730629
Antigua and Barbuda,ATG,1991,0.121632728327,4.4132913922100006,0.361216180255,2.45863017944,0.035569411544299996,0.761085758065
Antigua and Barbuda,ATG,1992,0.11997107911100001,4.57337002383,0.363974429721,2.52004417928,0.0359860622392,0.775968509065
Antigua and Barbuda,ATG,1993,0.118099779344,4.7498604891600005,0.368422523457,2.57133474612,0.0390723062107,0.7911149418310001
Antigua and Barbuda,ATG,1994,0.117688496582,4.931698502040001,0.37385755623,2.62314529881,0.0391471224202,0.806069347403
Antigua and Barbuda,ATG,1995,0.11673967747500001,5.10084270953,0.37291280023,2.65739099584,0.0393231786839,0.8143813392729999
Antigua and Barbuda,ATG,1996,0.11675200855500001,5.2720823780899995,0.378045002052,2.69335772703,0.0424200004734,0.8269894834539999
Antigua and Barbuda,ATG,1997,0.116204305744,5.469659318500001,0.374277782668,2.7270196057800002,0.0392669556114,0.835565037781
Antigua and Barbuda,ATG,1998,0.116725779265,5.63373240326,0.378144763832,2.75898058751,0.038941525687399996,0.8479437807129999
Antigua and Barbuda,ATG,1999,0.11889695627899999,5.80416692034,0.38169877242,2.7900459785700003,0.038713379591400005,0.861833885111
Antigua and Barbuda,ATG,2000,0.12342607191100001,5.9282226606999995,0.381857982893,2.81773884502,0.0392003741618,0.8729756459989999
Antigua and Barbuda,ATG,2001,0.126073412912,5.95803796471,0.382543940922,2.80493254827,0.0399534724442,0.876501073522
Antigua and Barbuda,ATG,2002,0.14017390678699998,5.9940938111,0.38481016883299995,2.80168796715,0.040042314455800004,0.885359780693
Antigua and Barbuda,ATG,2003,0.149287439104,6.00281351119,0.38896175267,2.7962739972,0.042824522316,0.896016539987
Antigua and Barbuda,ATG,2004,0.162183442611,6.0232230981,0.39342612683800005,2.8009880502,0.043065589466599996,0.9107903977480001
Antigua and Barbuda,ATG,2005,0.174813583558,6.0275208435300005,0.39776592853399995,2.81076261621,0.0404875250349,0.927007498725
Antigua and Barbuda,ATG,2006,0.19009412882100002,6.11138018036,0.40378554708799996,2.8392487966599997,0.0403271754654,0.95305189744
Antigua and Barbuda,ATG,2007,0.201731874394,6.22678564203,0.41176558249100004,2.88182062281,0.0407901047845,0.985431151962
Antigua and Barbuda,ATG,2008,0.21311520559199998,6.351979549229999,0.42134351876500004,2.9335229964400003,0.043400946559,1.02296330219
Antigua and Barbuda,ATG,2009,0.22503491699199998,6.470746877310001,0.42463810834199994,2.98909728781,0.0436568424668,1.05900841519
Antigua and Barbuda,ATG,2010,0.23514006506200003,6.5433319799600005,0.431001966198,3.04872432259,0.0435078972492,1.09714404121
Antigua and Barbuda,ATG,2011,0.244082732739,6.5917070504,0.437558844116,3.0959134000399997,0.0437360681491,1.1342584582500002
Antigua and Barbuda,ATG,2012,0.252856173281,6.64933100552,0.44769675013800003,3.1409028176500002,0.044365863745,1.17541914455
Antigua and Barbuda,ATG,2013,0.260822202787,6.67716680829,0.455597712728,3.1886568894400003,0.044943682799599996,1.21587128482
Antigua and Barbuda,ATG,2014,0.26195875096300003,6.72257187571,0.46526610264300006,3.2454730155,0.0451419167742,1.26092358054
Antigua and Barbuda,ATG,2015,0.264038242995,6.750014774679999,0.47474889730500003,3.29016265284,0.048915378434800004,1.30441450735
Antigua and Barbuda,ATG,2016,0.267267266986,6.77913293971,0.484225375456,3.33342304514,0.049683289969200004,1.34802666283
Antigua and Barbuda,ATG,2017,0.268604268256,6.80584051544,0.49279215794799996,3.37535115339,0.05082298014870001,1.3922434183399999
Argentina,ARG,1990,0.23003007034400003,3.95793822286,0.584955220178,2.34551458907,0.09042763172490001,0.9604148860199999
Argentina,ARG,1991,0.225427399326,3.9908470134900003,0.595084092116,2.38717862664,0.09093894352580001,0.977530984992
Argentina,ARG,1992,0.22072134628399998,4.05819600676,0.606615729203,2.44655372789,0.0910442628313,1.00086685955
Argentina,ARG,1993,0.21857249272499998,4.0984536372400004,0.611938908773,2.48280175171,0.0911752824785,1.01651526965
Argentina,ARG,1994,0.21809703372900002,4.13291507606,0.6177492544700001,2.51824774374,0.08838406805139999,1.03245452
Argentina,ARG,1995,0.220280368107,4.1894016734,0.617519773865,2.55413697751,0.0883363927563,1.04817381043
Argentina,ARG,1996,0.224431718394,4.26071556074,0.625550943736,2.60204176402,0.0882706370121,1.07150398354
Argentina,ARG,1997,0.22450649638,4.3205537961100005,0.62225467909,2.63128476331,0.0881663229231,1.08520124644
